,Depression
42542,0
4898,0
96180,0
13421,0
2020,0
127255,0
51422,0
70999,0
111878,0
8161,0
79700,0
130145,0
29243,1
57168,0
96073,0
74059,0
5504,0
123380,1
18803,0
14895,0
14095,0
86731,0
73518,0
102757,0
101247,0
2707,0
95023,0
102710,1
68118,0
46974,0
101667,0
106184,0
72019,0
39268,0
77691,0
105417,0
46193,0
130730,0
130750,0
236,0
47407,0
97372,0
99591,1
55865,0
64093,0
80113,0
84063,0
15997,0
34678,1
81699,0
88909,0
73256,1
98542,0
23314,0
43143,1
17758,0
42215,1
75943,1
100871,0
100585,0
120468,0
3791,0
21721,0
56673,0
6071,0
118711,0
22011,0
37030,0
71449,0
54530,0
20839,0
139842,0
122312,0
62677,1
891,0
132423,0
65034,0
25225,1
20557,1
116322,0
26267,0
13441,0
74331,1
114304,1
33784,0
110159,1
119972,0
64355,0
95923,1
140192,0
99383,0
98706,1
46830,0
118131,0
6181,0
24327,0
42203,0
94431,0
90759,0
50021,0
89940,0
2342,0
94090,0
41856,0
24106,1
120097,0
128113,0
31939,0
22548,0
128119,0
105601,0
137057,1
31101,0
21366,0
71822,1
107273,0
41894,0
79713,1
13343,0
45186,0
125793,1
46271,0
104627,0
26982,0
11808,0
57104,1
91865,0
62127,0
32886,0
131906,1
59873,1
92437,0
99330,0
51393,0
95083,0
137506,0
8099,0
14096,0
13898,1
66216,0
130388,0
35313,0
126856,0
74560,0
64326,0
62566,1
132632,0
35208,0
22909,0
122914,1
91932,0
44664,0
82229,0
25621,0
52064,1
90477,0
67301,0
26681,0
44071,0
81022,0
122789,1
7756,0
2671,0
44062,0
67070,0
130742,0
12925,0
88327,0
42859,0
56390,0
31585,0
93789,1
44600,0
1845,0
5145,0
10593,0
136863,0
7001,0
75510,0
72751,0
4727,1
90233,0
72079,0
92538,0
18770,0
5053,0
108735,1
107253,1
24433,0
119745,0
118556,0
26767,0
39427,0
107964,0
131291,0
76451,0
131856,0
84800,0
20485,0
44043,0
82709,0
75869,1
68984,1
74327,0
117769,0
91415,0
117369,0
49254,1
132358,0
86581,0
24359,0
25536,1
20333,0
53054,0
87373,0
74868,0
89232,0
83551,0
62584,0
140041,1
22936,0
76992,0
6013,0
111950,0
10761,0
16770,1
43278,0
40253,0
123048,0
41918,0
94015,0
113126,0
126206,1
65892,0
42564,0
21063,0
257,0
137920,1
128373,1
49728,1
52619,0
31541,0
32140,0
63268,0
13775,0
134917,0
61406,0
82760,0
68014,0
58468,0
32853,0
25321,0
86915,0
104764,0
51436,0
73765,0
129598,0
53979,0
101135,0
70737,0
74518,0
6415,0
1960,1
99018,0
42791,0
51847,1
41582,1
56680,0
72159,0
110286,0
46437,0
38467,0
83121,0
62950,0
12158,1
30226,0
105593,0
109628,0
81018,0
30842,0
9475,0
73492,0
3319,0
69029,0
7916,0
122737,0
12545,0
27770,0
37725,0
74908,0
57151,0
95714,0
14241,0
56678,1
118722,0
135751,0
81893,0
124623,0
23571,1
140696,0
25275,0
82772,0
118997,0
30235,0
45134,1
130348,0
130323,0
11680,1
131794,0
71623,1
89840,0
26427,1
64999,0
86215,0
136130,1
11671,0
12599,1
13576,0
20139,0
16989,0
115464,0
76619,0
92308,1
71853,0
120238,0
4284,1
115483,0
135659,1
96158,0
51524,0
18144,1
29477,0
102357,1
95881,0
133534,1
26440,0
100755,0
90153,0
73983,0
107987,0
108284,0
54949,1
20881,0
61451,0
122017,0
41491,0
36021,0
59750,0
3525,0
138163,0
124951,0
132917,0
85184,0
6869,0
86617,1
16874,0
121659,0
23126,0
70554,0
43670,0
121969,0
23335,0
117975,0
112566,0
105370,0
126853,0
78817,0
139055,0
99033,0
53122,0
4734,0
14060,0
96247,0
80639,0
12178,0
42001,0
72082,0
58850,0
64488,0
87806,0
24676,0
12454,0
51500,0
92662,0
70098,1
16255,0
51987,0
39091,0
129940,0
20731,0
49014,0
137573,0
7758,0
63924,1
51346,0
29472,0
26984,0
86245,0
107734,0
83555,0
121741,0
59383,0
2179,0
7233,0
123871,0
31834,0
14104,0
104006,0
106876,0
139184,0
56021,0
78230,0
50901,0
39803,0
28546,0
34487,0
14637,0
80900,0
108513,0
71132,0
104255,0
61095,0
34629,0
50340,0
52482,0
100829,0
99554,0
57465,0
107855,0
67688,0
60355,0
101930,0
78996,1
12846,0
135558,0
16191,1
50417,0
87989,0
54150,0
91697,0
90403,0
126987,0
107925,0
134272,0
21254,0
114653,0
13688,0
78391,0
8928,0
22752,0
101979,0
77284,0
123575,0
13420,0
130190,1
43837,0
16607,0
767,0
114580,0
84818,0
122980,0
23319,0
66015,0
83780,0
79327,0
23228,0
42548,0
73226,0
105218,0
84254,0
12197,0
71575,0
87532,0
3137,0
33811,0
133259,0
7556,1
44408,0
43461,0
111638,1
47000,0
70153,0
47022,0
3585,0
57177,0
31025,0
5347,1
10971,0
114876,0
106500,0
83248,0
134761,0
78592,0
27673,0
125386,0
71333,0
93442,0
105915,1
137190,0
102843,0
37809,0
66669,0
50898,0
121842,0
37837,0
120112,0
18212,0
45949,1
86871,0
114410,0
60966,0
35247,0
91916,0
113923,0
107800,1
130525,0
51148,0
92138,1
4356,1
54774,0
74345,0
12256,0
106917,1
139677,0
1935,0
6109,0
131020,1
65634,0
68373,0
78144,0
62574,1
84968,0
5075,0
109319,1
21550,0
35616,0
26503,0
16066,0
34139,0
26047,0
79692,0
84295,0
45425,0
103785,0
33252,0
12090,0
140399,0
64201,0
98817,1
68548,0
55991,1
10059,0
60508,0
73897,0
17144,0
116673,0
54267,0
37943,0
20383,0
58914,0
18689,0
96962,0
17328,0
5882,1
136011,0
83606,0
41171,0
9494,0
67060,0
128163,0
111049,0
42571,0
77781,0
45957,0
7864,0
10137,0
95131,0
40729,0
50101,1
134167,0
30324,1
26634,0
82176,0
45727,0
30023,0
83909,0
40322,0
17121,0
74024,0
82056,0
139022,0
49606,1
32250,0
124689,0
9809,0
91613,0
10323,0
27746,0
67625,0
32273,0
54280,1
13276,0
90287,0
76243,0
109825,0
93158,1
56075,0
14368,0
103882,1
35427,0
33863,0
38034,1
48322,0
36980,0
39074,0
85301,0
103330,0
63937,0
20951,1
88204,1
71141,0
136521,0
74117,0
61297,0
19284,0
35720,0
99559,0
123018,0
135389,0
88660,1
77657,0
138924,0
34360,0
12866,0
47321,0
23786,1
25869,0
124474,0
65018,0
35886,1
118644,0
87738,0
22210,1
17265,0
118121,0
73520,1
18333,1
137824,0
10142,0
130135,0
37631,0
99770,1
57198,1
116478,0
136134,0
67495,0
107275,0
139253,0
84493,0
66982,0
108464,1
53242,0
92966,0
128166,0
82338,0
19840,0
99319,0
15502,0
77774,0
80664,0
376,0
44618,0
64212,0
90782,0
97733,0
129738,0
24809,0
110092,0
130202,0
53209,1
138299,1
54367,0
117870,0
48074,0
21147,0
60242,0
9986,0
68504,0
62227,0
103949,0
103493,0
4681,0
68257,0
23572,0
30096,0
67042,1
15620,1
62736,0
129806,0
7473,0
15492,1
44158,0
6584,0
40005,1
20051,0
136260,0
45079,0
20074,0
133050,1
60627,0
81446,0
111463,0
34524,0
17653,0
128528,0
91034,0
90860,0
89993,1
22884,0
9337,0
9678,0
104090,0
136470,0
112362,0
5714,0
106862,0
133557,0
114734,0
119489,1
96621,0
65369,0
72473,0
56974,0
41852,1
88868,0
135773,1
95031,1
19862,1
13061,0
10521,0
12221,1
31656,0
99051,0
51231,0
121767,1
77493,0
44206,0
122495,0
78563,0
136043,0
46888,0
111891,0
91440,0
23843,0
87592,0
116217,0
59112,1
21117,1
69331,0
17684,0
58282,0
11569,0
109985,1
116785,0
90355,0
88826,0
64244,0
37083,0
139005,0
15078,0
120482,0
116749,0
68114,0
6529,0
105539,0
13237,0
103891,0
138759,1
10871,0
136082,1
73104,0
108429,1
85203,0
21656,0
59925,0
135464,1
98847,0
108260,0
135255,1
22639,0
97438,0
51534,1
3414,0
85019,0
75273,0
121404,1
12115,1
49837,0
130691,1
49247,1
104046,0
119029,0
38960,0
99753,0
103647,0
18430,1
62242,0
101004,0
99316,0
111203,1
70919,0
61793,0
38032,0
112891,0
40867,1
70283,0
122809,0
88649,1
130275,0
19596,0
11410,0
61565,0
28914,0
14079,1
125708,0
105388,0
25924,0
88924,0
17072,1
42952,0
118662,0
87027,1
111471,0
38605,0
118657,0
18282,0
103611,0
86656,0
112078,0
85983,0
28828,0
106987,1
24414,0
106368,0
100532,0
101444,0
106736,0
76436,0
26342,0
19808,1
12636,0
122085,0
57468,1
133544,0
103804,0
29015,0
130414,0
26605,0
129078,0
58831,1
85376,0
53502,0
58910,0
119018,0
67663,0
7000,1
94304,0
100727,0
17200,0
43996,0
133332,0
119237,0
79483,1
102871,1
18159,0
710,0
126958,0
3554,0
61791,0
30006,0
75909,0
19967,1
113838,0
57010,0
122087,1
810,0
123993,0
23243,1
115543,1
34713,0
75898,0
26552,0
78575,0
108214,1
23109,0
130646,1
16489,0
57293,0
40228,0
85256,1
136881,0
112591,0
41015,0
90692,1
33386,0
14256,1
63516,0
28643,0
37425,0
46878,1
105313,0
64892,0
133392,0
104215,0
88021,0
94517,0
21507,0
46641,0
61305,0
89836,1
138056,0
125692,0
123811,1
84399,0
54473,0
81453,0
42608,0
100442,0
63979,0
92750,0
61024,0
67407,0
51841,1
60547,0
30072,1
126579,1
86308,0
20524,0
55654,0
30238,1
73930,0
106841,0
113494,0
3914,0
82591,0
99796,0
67642,0
87121,0
26040,0
126256,0
73214,0
49283,1
71037,0
41025,0
92737,0
21985,0
12500,1
43668,1
57040,0
85578,0
128280,0
99219,0
104736,1
10047,0
15421,0
33696,0
75311,0
137062,0
56616,0
58324,0
44539,0
7330,1
100421,0
88843,1
6176,0
124661,0
132571,1
136500,1
85901,0
43487,0
125778,0
99908,0
41252,0
117979,0
86156,0
80190,0
89625,0
90264,0
105611,1
40904,0
88150,0
17883,0
1113,0
21958,0
17799,1
65284,1
133470,0
111289,1
66182,0
54397,0
79508,0
84075,0
110378,0
97692,0
9220,0
134508,1
84143,1
24077,1
77954,0
104997,0
22520,0
78751,1
46964,0
121770,0
16529,0
31382,0
69049,1
18023,0
5935,0
32862,0
9980,0
67722,0
49998,1
42759,0
29933,0
120761,0
80694,0
98907,0
18765,0
14696,0
76293,0
99725,0
8693,1
83073,0
40420,0
119702,0
57257,1
97865,0
26782,0
89721,1
134668,0
4259,0
129226,1
9858,0
115727,0
98578,0
130895,1
9365,1
72665,0
77058,0
54097,1
2171,0
66944,0
127394,1
96695,1
35878,1
127288,0
122157,0
122303,0
133562,0
21465,1
11562,0
15104,0
106859,0
20859,0
37350,0
96757,0
117176,0
6268,0
63813,1
58437,0
133454,1
12577,0
17461,0
128450,0
111416,0
58035,0
65635,0
97884,0
101514,0
89953,0
106734,0
52715,1
8042,0
60570,0
42639,0
129051,0
125565,0
15094,0
96393,0
17119,0
70573,0
111537,0
56858,0
64669,0
41822,0
87270,0
9704,0
67705,1
57305,0
85162,1
15689,0
40503,0
88217,1
18383,0
98294,1
16054,0
8953,0
70990,1
51690,0
28115,0
44129,0
85488,1
131387,0
86879,0
104805,0
98448,0
14170,0
88391,0
39944,0
109538,0
26010,0
32181,1
135987,1
57295,0
46461,0
80804,1
116535,0
134511,0
107351,0
99984,0
66896,0
136762,0
47488,0
43880,0
4765,1
87201,0
128660,0
12075,0
94561,0
14920,0
30568,0
46220,0
13132,0
126554,0
119141,0
37844,1
81892,0
90056,0
105519,0
81679,0
19434,0
62429,0
98536,0
121418,0
89440,0
33080,0
107339,0
21821,1
19120,0
62609,0
43523,0
88987,1
96754,0
93073,0
94621,1
110182,0
38540,0
14298,0
1179,1
111345,0
5154,0
94056,1
36674,0
83461,0
74285,0
99575,0
44636,0
117553,0
75128,1
126205,0
13184,1
85595,0
51728,0
12509,0
55992,0
116113,0
131044,0
117645,0
105255,0
78626,0
2889,0
75421,0
108651,0
28391,1
32266,1
58189,1
42263,0
81075,0
121868,0
139764,0
123777,0
69767,0
64378,0
25537,0
72141,1
30944,0
51353,0
25183,1
65909,0
111568,0
97427,1
12345,0
84297,0
66502,1
13456,0
117477,1
13639,0
102818,0
78991,0
36311,0
108668,0
132714,1
136624,0
137816,0
33555,0
74847,0
18219,0
98333,0
117792,0
21751,1
126014,0
119409,0
45522,1
18867,0
41393,0
97500,0
131042,0
51956,0
134284,1
11894,0
85751,0
129761,0
23113,0
119776,0
84055,0
105504,0
17544,0
38455,1
66920,0
65438,1
95679,0
52928,0
13031,0
97898,0
71705,0
72809,0
80496,0
138524,1
68564,0
89830,0
106200,1
24182,1
121046,0
15979,1
139605,0
30733,0
62975,0
133952,0
81967,0
82000,0
25556,0
4602,0
40677,0
137162,0
40039,0
2085,0
50812,0
25592,0
119861,1
9398,0
22523,0
117280,1
32531,0
31528,1
75121,0
104932,0
29173,1
42605,0
89604,1
118899,0
26134,1
983,0
17972,0
133251,1
81804,1
133109,0
140420,0
62040,0
115861,0
92693,0
8758,0
25821,0
140356,0
22887,0
1885,0
35781,1
55848,1
138500,0
110792,1
113514,0
61869,0
58288,0
111,0
132833,0
80950,0
82697,0
104539,0
70858,0
48711,1
69963,0
72097,0
94822,1
22692,0
54039,0
109007,0
82673,0
74328,0
125865,0
133399,1
136893,1
73274,0
132361,0
17818,0
59672,0
92821,0
121829,0
23365,0
62428,0
35269,0
108091,0
34929,0
77984,0
94060,0
78831,0
79475,1
117066,0
39224,0
69716,0
28191,0
119181,0
99132,0
76372,0
120692,0
110294,0
29249,0
113640,1
70918,1
29850,0
105472,0
75574,0
112612,0
6594,0
104941,0
58752,1
105631,0
34239,0
94354,0
1883,0
22571,1
48359,0
109557,0
73503,1
36056,0
42807,0
11100,0
77540,0
17421,1
45941,0
65286,0
130715,0
128719,0
81948,0
109276,0
73021,0
97823,0
76814,1
140604,0
46785,0
35190,0
136118,1
42295,0
21032,0
40386,0
116538,0
79745,0
90179,0
43215,1
101463,1
8035,0
44987,0
85148,1
35405,1
95905,1
4980,0
42855,1
127307,0
10449,0
60455,0
53615,1
52010,0
11636,0
102505,1
84569,0
132969,1
79720,0
6897,1
139533,0
68632,0
67071,0
70607,0
113875,0
93081,0
124123,0
98665,0
20400,0
113341,0
138666,0
132156,1
19402,1
46730,1
112872,0
113634,0
24306,0
48533,0
60925,0
47008,0
110968,1
116085,0
119179,0
86676,0
76102,0
67661,0
126483,0
133803,0
33664,0
84178,0
102468,0
115854,0
19505,0
118922,0
72631,0
119119,0
120076,1
67619,0
139403,0
137913,1
99133,0
62853,0
55384,1
96945,0
15950,0
116626,0
14171,0
96563,1
108487,0
81692,0
75740,1
33209,0
28820,0
77680,1
9193,0
100847,0
51962,1
75156,1
10683,0
120342,0
116336,1
82336,0
76661,0
9104,0
25185,0
12411,0
90375,0
82696,0
118357,0
119997,0
130167,0
104838,0
74212,0
36025,0
26322,0
128462,0
95030,0
85978,0
100063,0
77892,0
117552,0
30996,0
127993,0
41254,0
9149,1
43801,1
57154,0
30599,0
135976,0
14689,0
37799,0
127938,0
8717,1
41470,0
56570,0
136006,0
16397,0
122254,0
106909,0
102214,0
88354,0
11745,0
95040,0
31626,1
99951,0
73989,0
57564,0
93500,0
32572,0
48217,1
19861,0
8601,0
28919,0
41896,0
30519,0
110649,0
80334,0
126159,0
131662,0
98623,0
6275,0
107897,0
6761,0
3329,0
27095,0
50113,0
30515,1
53885,1
75051,0
48738,0
75978,0
97205,0
118659,0
48679,0
128742,0
50330,0
80476,0
14624,0
45510,0
72144,1
3371,1
87813,0
129878,1
84457,0
1784,0
25198,0
35721,0
24525,0
198,0
89675,0
51589,1
59638,1
57172,0
334,0
62547,0
37791,0
73410,1
116386,1
106877,1
28983,0
13888,0
135986,1
43854,1
64941,1
104889,1
88726,0
23400,1
79717,0
78746,0
8429,0
95960,0
126714,0
72880,0
68644,0
64822,0
113757,0
84690,1
30437,0
13004,0
66477,0
27749,0
129113,1
94395,0
22111,0
48367,0
38230,0
62871,0
86402,0
3077,0
3543,0
217,0
50729,0
66987,0
57063,0
91299,0
126836,0
46244,0
68972,0
116983,0
62627,0
13291,1
124875,0
27278,1
134951,0
107808,0
117969,0
19290,0
20640,0
26259,0
113297,0
121388,0
27591,0
22812,0
99388,0
40901,0
10892,0
30512,0
14496,0
11102,1
102473,0
47194,1
53261,1
9371,1
139199,0
134977,0
31689,1
72536,0
67877,0
112605,0
132752,0
112115,0
55488,0
113778,0
45049,1
33366,0
98005,0
128421,0
11753,1
20581,0
101433,0
21636,0
42101,0
67199,0
9903,0
86265,0
68469,0
122611,0
43384,0
23347,1
132485,0
110609,1
62944,1
5990,0
28216,0
98232,0
30220,0
18480,0
40056,0
7702,1
112878,0
24563,0
47743,0
57724,0
102846,0
104446,0
17218,1
84239,1
86762,0
84274,0
12474,0
44126,0
126630,0
103560,0
122330,1
122061,0
72474,0
85737,1
46424,0
119874,0
97931,0
20131,0
128852,0
61882,0
63976,0
121154,0
115190,0
106767,0
114694,0
87214,0
7800,1
123832,1
28170,0
63447,0
83340,0
29785,0
100647,1
82580,1
92957,0
71387,0
99803,0
48144,0
60480,0
73615,1
13638,0
109793,1
110007,0
106329,0
82252,0
91433,0
860,0
75873,0
37292,0
97867,0
18712,0
34936,0
14482,1
6061,0
31331,0
135496,0
48583,0
80002,0
125217,1
103123,0
21070,0
19717,0
23875,0
66208,0
138613,0
25316,0
97774,0
117864,0
71960,0
27932,0
46229,0
110743,0
7910,0
53952,1
136941,0
123633,0
24969,0
16867,0
138340,1
85147,0
136565,0
7704,0
119251,0
90345,1
50143,1
26181,0
76119,0
128988,0
129538,1
78513,1
20180,0
61377,0
35960,0
32341,0
108083,1
73617,1
126961,1
122143,0
39016,0
30590,0
97665,0
133170,0
37577,1
8259,0
82346,0
21937,0
70223,0
110686,0
50757,0
52422,1
9178,0
126292,0
61697,1
111552,0
127442,1
1689,1
38189,1
66512,0
74501,0
33326,0
85808,1
83438,0
23393,0
10295,0
18136,0
121615,1
109113,1
69010,0
106927,0
85867,0
36466,0
43830,0
82784,0
110195,0
48042,0
26533,1
29869,0
118262,0
15384,0
69400,0
50496,0
86054,0
51632,0
42355,0
130222,0
32209,0
83768,0
58213,0
134983,0
97339,1
122450,0
97072,0
62933,0
106384,1
77252,0
49637,0
28702,0
63011,0
104073,0
5995,1
92223,0
23100,0
64251,1
41505,0
95460,0
8662,0
103113,0
120697,0
129855,0
52644,0
68518,0
79480,0
44962,0
47378,0
79367,0
6905,0
12194,0
8563,0
108266,1
73875,0
36204,0
23186,0
53222,0
64968,0
111822,0
129691,0
98126,0
46769,0
97641,1
76513,0
112128,0
116128,0
125545,0
109008,1
86294,0
96396,0
86200,1
2621,0
117536,0
140390,0
135705,0
134635,0
7262,1
104806,0
127647,0
17099,0
18398,0
50187,0
133112,0
138467,0
54220,1
27754,0
101591,0
125806,1
111900,0
23157,0
134849,0
115521,0
88414,0
34630,0
6432,0
93649,0
21077,0
84252,0
63519,0
118565,0
78584,0
66410,0
13783,0
77348,0
61251,0
22316,0
39209,0
29572,0
19124,0
73092,0
61281,1
117458,0
10179,0
76877,0
518,0
91780,1
66047,0
71569,1
49607,0
35780,0
39995,0
72367,0
24865,0
56607,1
65867,0
59156,0
134387,0
68837,1
108000,0
20698,0
35088,0
81296,0
38759,1
31322,0
68686,0
20030,0
96213,0
71624,1
36063,0
61959,0
111533,0
98486,0
21988,1
101349,0
112835,0
108580,0
15470,1
113350,1
64562,0
89826,0
67659,1
24647,0
61960,0
23680,0
97004,0
62482,0
8645,0
91484,0
79018,0
43348,0
120766,0
93028,0
25420,0
23897,1
123322,0
72877,0
91519,0
74590,0
97603,0
105735,1
92309,0
126559,0
67231,0
58339,0
134708,0
68450,0
89578,0
52899,0
13013,1
120064,0
85528,0
53498,0
88692,0
98833,0
65356,0
6107,0
86784,0
57914,0
56047,0
59152,0
139014,0
138545,0
102099,1
26378,0
37757,0
69988,0
12718,0
124133,0
15855,0
39286,0
95449,0
13704,1
41136,1
81759,0
2674,1
115320,0
2677,0
116061,0
98437,0
90411,0
30343,0
39618,0
55038,0
23357,0
96609,0
51049,0
140074,1
8482,1
110793,0
64894,0
101536,0
29606,0
51913,1
124398,0
28710,0
99200,0
63607,0
49487,0
25588,0
63366,1
117495,0
111622,0
55253,1
84783,0
70240,0
81778,0
67876,0
14579,0
111262,1
125993,0
46863,1
53286,0
28958,0
17183,0
15320,0
120139,1
64038,0
126587,0
51893,0
57424,1
21332,0
108824,1
114972,0
9782,0
63161,0
49161,0
106220,1
68790,0
110973,0
107959,0
58234,0
13476,0
40295,0
8281,0
65976,0
66298,1
127629,1
38327,0
5854,0
49875,0
91557,0
21987,0
13745,0
52030,0
52454,0
52372,0
137087,0
121036,0
12506,1
99862,0
39761,0
83596,1
52446,1
32149,0
40011,0
95053,0
15414,0
119686,0
43407,0
111872,0
126379,0
59303,0
5120,0
29739,0
71406,0
119024,0
48546,1
16725,1
83629,0
46664,0
122526,1
112331,1
129955,0
130776,1
119112,0
62092,0
130505,0
97391,0
26744,0
37609,0
11620,0
16701,0
77155,0
135640,0
68728,1
55336,1
54666,0
68002,0
47647,0
14881,0
69266,0
39926,0
37397,0
67668,0
47152,0
102908,0
64898,0
33722,0
123051,0
40827,0
105228,0
55161,0
59629,1
43612,0
20326,1
39484,0
38752,0
48456,0
21735,1
106505,0
36346,0
121320,0
48990,0
76950,0
42938,0
132518,0
96732,0
3595,0
79625,0
108633,0
60629,0
106309,0
78786,0
66374,1
115741,0
114613,0
99752,0
47435,0
56204,1
123948,0
43727,0
126135,1
133757,0
99531,0
137594,0
25457,0
8185,0
73169,1
22379,0
112368,0
71703,0
99097,0
19048,1
135863,1
109856,0
10481,0
34374,0
24977,0
129221,1
131440,0
31490,0
9758,0
34560,0
121735,1
36806,0
87551,0
22650,0
80995,1
23235,0
8169,0
60841,0
94054,0
31944,0
34622,0
104646,0
41432,0
13779,0
96322,0
99682,0
6114,1
80690,0
5176,0
86976,0
112711,0
60345,0
137075,0
30610,0
93580,0
13373,1
44794,0
95144,0
5604,0
6571,0
89284,1
8918,0
10194,0
93346,0
93983,1
27422,0
61191,0
123473,0
124392,0
96889,0
10396,1
30780,0
42422,1
18956,1
19150,0
95826,0
13177,0
98228,0
60329,0
89171,0
31594,0
11891,0
53881,0
131487,0
42680,0
84316,0
123693,1
28770,0
13627,1
79736,0
94073,0
44840,0
115253,0
133506,0
22042,0
63717,0
80909,0
19185,0
76080,0
98636,0
98313,0
12383,0
68266,0
79023,0
80576,0
55720,0
85160,0
9301,0
66528,1
2249,0
135977,0
70547,0
129839,0
8496,0
136820,0
98051,0
30053,0
108599,0
131199,0
8114,0
45332,0
130072,0
46505,0
53883,0
43818,0
86155,0
26097,1
114281,0
68525,0
59085,0
100869,0
76536,0
101348,0
117966,0
63445,0
78356,0
59313,0
581,0
28243,0
53355,0
49524,0
73513,0
65145,0
140371,0
56749,0
135525,0
13159,0
36458,0
89903,0
77516,0
10702,0
131773,0
25175,0
81786,0
78820,0
116393,0
11374,1
49210,0
137765,0
64179,0
129294,0
114973,0
39785,0
62739,0
62131,1
120715,0
140327,0
44051,1
119073,0
45004,0
33431,0
78621,0
18031,0
19208,0
109188,0
32580,0
18425,0
129595,0
11899,0
33607,0
98945,0
112661,0
21950,0
35276,0
42186,0
19581,1
109771,0
33396,1
135949,1
106132,0
80301,0
43018,0
95112,0
75314,1
71193,0
104637,0
54565,0
61818,0
91167,0
56710,0
118332,0
49591,0
36318,0
138952,1
103136,0
125164,0
16670,0
45703,0
105172,1
77791,0
25840,0
73241,0
28674,0
15805,0
132281,0
86721,0
88475,0
69204,0
135880,0
111624,0
25632,0
44361,0
131396,0
785,1
1687,0
140593,1
77937,1
88022,0
1392,0
7913,0
29931,0
127901,1
44202,0
9455,0
88033,0
8494,0
91649,0
21314,0
122353,0
69956,1
134798,0
70011,0
5048,0
58329,0
103670,0
93678,0
51105,0
112341,0
38262,0
68955,0
31221,0
53808,0
56433,0
88991,1
132805,0
122124,0
69126,0
109135,1
85655,0
43277,0
129426,1
115317,0
16923,0
55097,0
41446,0
108932,0
87078,0
53776,0
68971,0
55281,0
126988,0
37535,0
48602,0
15604,0
74139,1
109200,0
16829,0
96704,1
46998,0
24318,0
8988,0
2570,0
40319,0
111686,0
108789,0
34776,0
31565,0
43878,0
24047,0
121706,0
32911,0
953,1
74554,0
2564,1
138301,0
126766,0
26374,0
84270,0
28523,0
132038,1
88856,0
29406,0
111875,0
17723,0
108751,0
106682,0
34157,0
19531,0
71689,1
102088,0
86940,1
116800,0
76404,0
131861,0
82674,0
78430,0
66277,0
111302,0
90825,0
116309,1
136406,0
112181,0
51717,0
101138,0
54771,0
73515,1
33108,0
78267,0
27256,0
120924,0
63815,0
85473,1
68453,0
3475,0
42746,0
73807,0
32707,1
72352,0
99076,0
22805,1
33585,0
101372,1
20125,0
65869,0
3318,0
78841,0
117660,0
24568,1
117114,0
67696,0
59276,0
89088,0
10535,0
63396,0
86208,0
103025,0
37454,0
83086,0
118626,0
137171,0
105738,1
73646,0
85997,0
128259,0
3641,1
62564,0
64275,1
122575,0
84124,0
37671,0
16072,0
81516,0
80200,0
71742,0
98579,1
116684,0
11241,0
21714,0
129195,1
135516,1
118757,0
126941,1
44089,0
59679,1
39601,0
76167,0
4823,0
79707,1
35914,0
36584,0
135356,1
76641,0
39301,0
42798,0
120578,0
133677,0
75324,0
61249,0
71816,0
59770,0
633,0
41482,0
60856,0
9238,1
120588,0
131888,0
97118,0
27244,0
120965,0
125635,0
9354,0
73538,0
127551,1
118949,0
58700,0
1151,0
21150,1
41651,0
51354,0
45947,0
42953,0
53574,1
90955,1
104914,1
72640,0
66908,0
113564,0
15639,0
38637,0
66659,1
137668,0
134480,1
12478,0
80061,0
27423,0
74564,0
25871,0
72047,1
70754,1
36530,0
139579,0
44965,0
69033,0
131806,0
15675,0
98446,0
91201,0
20189,0
80411,1
90479,1
76392,1
131702,0
136542,0
7423,0
6768,0
28708,0
118706,0
126697,0
88706,0
88042,0
56208,0
55069,0
277,0
92513,0
137515,0
115121,0
121156,1
8083,0
37575,0
90316,0
15840,0
99655,1
1283,0
26337,0
59294,1
139113,0
59986,0
92401,0
62251,1
105553,0
121561,0
68524,0
34613,0
39253,0
77181,1
130760,0
102944,0
54209,0
1839,0
7058,0
45382,0
45113,0
87040,0
2346,0
53608,0
21501,0
16574,0
52634,0
137039,0
51919,0
119334,0
17933,0
136457,0
4939,1
50425,0
78654,0
20456,0
23626,1
24062,0
4902,0
11793,1
56211,1
16747,0
45195,1
105065,0
74084,0
54177,0
63919,0
102320,0
137929,0
100216,0
16595,1
54544,1
118505,0
105585,0
5893,1
59568,0
81053,0
80183,0
51688,0
140645,1
62808,0
59343,0
101567,1
130098,1
63166,1
19065,0
84838,0
130868,0
32530,0
13048,0
72441,0
62337,0
9817,0
76685,0
101464,0
85720,0
102895,0
100082,0
32782,0
23673,1
85788,1
19603,0
66442,0
21666,0
66324,0
59852,0
59587,0
92436,0
2230,0
10126,0
56017,0
78992,1
98423,0
134207,0
41415,0
103517,0
67520,0
4069,0
27454,0
31792,0
112323,0
54831,0
43189,0
19405,0
96372,0
137055,0
99423,0
12946,0
19482,0
18511,1
44181,0
99982,0
104486,0
132323,1
76054,1
41892,0
16596,1
35611,1
100440,1
94685,0
120797,0
17311,0
20376,0
1477,0
10443,1
85047,0
53830,0
55323,1
77300,0
53939,0
14083,0
52594,0
121708,0
140655,0
94016,0
45817,0
119775,0
117389,1
113754,0
79847,0
56255,1
7776,0
69009,0
79802,1
66210,0
65283,0
65640,0
85449,0
29985,0
72904,0
96234,0
111390,0
66012,0
127947,0
4975,1
77786,0
73328,0
112170,0
84991,0
43604,1
20688,0
32065,0
79072,0
13455,0
42788,0
38929,1
30261,1
137844,0
68089,0
125931,1
123245,0
12729,0
