iter	Logloss
1512	0.1412782668
1513	0.1412703187
1514	0.1412691734
1515	0.1412608283
1516	0.1412598717
1517	0.1412530632
1518	0.14124658
1519	0.141237352
1520	0.141229812
1521	0.1412197817
1522	0.1412122951
1523	0.1412064445
1524	0.1412000165
1525	0.1411989541
1526	0.1411911085
1527	0.1411818332
1528	0.141174772
1529	0.1411634437
1530	0.1411543765
1531	0.1411481745
1532	0.141148046
1533	0.1411407272
1534	0.1411333323
1535	0.1411276361
1536	0.1411186084
1537	0.1411176833
1538	0.1411088406
1539	0.1411007054
1540	0.1410901538
1541	0.1410799095
1542	0.1410721791
1543	0.1410649085
1544	0.1410557754
1545	0.1410531117
1546	0.1410473946
1547	0.1410418531
1548	0.1410352929
1549	0.141031377
1550	0.141025798
1551	0.1410150627
1552	0.1410142072
1553	0.1410079378
1554	0.1410007007
1555	0.1409969277
1556	0.1409896527
1557	0.1409873494
1558	0.1409761965
1559	0.1409752884
1560	0.140967613
1561	0.1409580807
1562	0.1409571987
1563	0.1409559237
1564	0.1409488156
1565	0.1409450322
1566	0.1409333129
1567	0.1409259939
1568	0.1409248651
1569	0.1409227359
1570	0.1409118266
1571	0.140909857
1572	0.1409027973
1573	0.140895702
1574	0.1408901447
1575	0.1408827521
1576	0.1408760007
1577	0.1408758783
1578	0.1408748432
1579	0.140864338
1580	0.1408566636
1581	0.1408477325
1582	0.1408469647
1583	0.1408428633
1584	0.1408355331
1585	0.1408286117
1586	0.1408218056
1587	0.1408134492
1588	0.1408081205
1589	0.1408072777
1590	0.1408019753
1591	0.1407989431
1592	0.1407948696
1593	0.1407932966
1594	0.1407854891
1595	0.1407785542
1596	0.1407732198
1597	0.1407675157
1598	0.1407611794
1599	0.1407512703
1600	0.1407453582
1601	0.1407355935
1602	0.1407316345
1603	0.1407294304
1604	0.1407247397
1605	0.140723903
1606	0.1407183192
1607	0.1407105962
1608	0.1407082933
1609	0.1407023005
1610	0.1406941005
1611	0.1406870604
1612	0.1406792052
1613	0.1406675905
1614	0.1406607653
1615	0.1406606448
1616	0.140653035
1617	0.1406454553
1618	0.1406368197
1619	0.1406271562
1620	0.1406235509
1621	0.1406224339
1622	0.1406216378
1623	0.1406214526
1624	0.1406163034
1625	0.1406074711
1626	0.1406001681
1627	0.140588811
1628	0.1405809373
1629	0.1405736428
1630	0.1405642384
1631	0.1405584124
1632	0.1405532756
1633	0.1405420966
1634	0.1405366788
1635	0.1405347775
1636	0.1405318132
1637	0.1405208373
1638	0.1405099158
1639	0.1405025016
1640	0.1404969936
1641	0.1404895773
1642	0.1404804105
1643	0.1404727961
1644	0.1404620543
1645	0.1404605435
1646	0.140460425
1647	0.140456791
1648	0.1404566749
1649	0.1404497568
1650	0.1404394227
1651	0.1404308321
1652	0.140422196
1653	0.1404209262
1654	0.1404137917
1655	0.140405447
1656	0.1403989029
1657	0.1403971657
1658	0.1403870385
1659	0.1403848652
1660	0.1403779225
1661	0.1403744131
1662	0.14036705
1663	0.1403612314
1664	0.1403505647
1665	0.1403487064
1666	0.1403414143
1667	0.1403364948
1668	0.1403270465
1669	0.14032635
1670	0.140322826
1671	0.1403136177
1672	0.1403029686
1673	0.1402925255
1674	0.1402821007
1675	0.1402731264
1676	0.1402662705
1677	0.1402612798
1678	0.1402516058
1679	0.1402444055
1680	0.1402386959
1681	0.1402343388
1682	0.1402342301
1683	0.1402273743
1684	0.1402201162
1685	0.1402098914
1686	0.1402007073
1687	0.1401936787
1688	0.1401860267
1689	0.1401773114
1690	0.1401723201
1691	0.1401617952
1692	0.1401534408
1693	0.1401478868
1694	0.1401430153
1695	0.1401399948
1696	0.1401378816
1697	0.1401323512
1698	0.1401244585
1699	0.1401143033
1700	0.1401070492
1701	0.1401014567
1702	0.1400944272
1703	0.1400851193
1704	0.1400765791
1705	0.140066248
1706	0.1400637952
1707	0.1400589519
1708	0.1400490126
1709	0.1400425109
1710	0.1400358284
1711	0.1400306746
1712	0.1400227136
1713	0.1400225818
1714	0.1400152649
1715	0.140009578
1716	0.1400094746
1717	0.1400042047
1718	0.1399952059
1719	0.1399870892
1720	0.1399813233
1721	0.1399750595
1722	0.1399648731
1723	0.1399581633
1724	0.1399512908
1725	0.1399498981
1726	0.1399394219
1727	0.1399306416
1728	0.1399225215
1729	0.1399149913
1730	0.1399063889
1731	0.1399010037
1732	0.1398938281
1733	0.1398884246
1734	0.1398827941
1735	0.1398762224
1736	0.1398669242
1737	0.1398594475
1738	0.1398526282
1739	0.1398497226
1740	0.1398444499
1741	0.1398379201
1742	0.1398292648
1743	0.1398291698
1744	0.1398265069
1745	0.1398189086
1746	0.139810955
1747	0.139800864
1748	0.1397911233
1749	0.1397837957
1750	0.1397779863
1751	0.1397736278
1752	0.1397647801
1753	0.1397588109
1754	0.1397519728
1755	0.1397448801
1756	0.1397383753
1757	0.1397330722
1758	0.1397261285
1759	0.139718364
1760	0.1397109355
1761	0.1397055089
1762	0.1396966958
1763	0.1396864292
1764	0.1396787404
1765	0.1396736386
1766	0.1396651475
1767	0.1396564628
1768	0.1396509388
1769	0.1396455235
1770	0.1396388456
1771	0.1396324744
1772	0.139631723
1773	0.1396248871
1774	0.139616826
1775	0.1396103899
1776	0.1395996973
1777	0.1395917581
1778	0.1395841828
1779	0.1395766507
1780	0.1395724645
1781	0.1395717371
1782	0.1395642191
1783	0.1395583118
1784	0.139554214
1785	0.1395441092
1786	0.1395362204
1787	0.1395350775
1788	0.139528208
1789	0.1395197887
1790	0.1395125507
1791	0.1395055308
1792	0.1394961957
1793	0.1394861469
1794	0.1394841389
1795	0.1394758743
1796	0.1394690372
1797	0.1394591918
1798	0.1394529733
1799	0.1394444226
1800	0.139434788
1801	0.1394286423
1802	0.1394213743
1803	0.1394137876
1804	0.139408026
1805	0.1394006311
1806	0.1393911711
1807	0.1393904552
1808	0.1393837264
1809	0.1393764399
1810	0.1393731705
1811	0.1393666935
1812	0.1393597873
1813	0.139353694
1814	0.1393474989
1815	0.1393467913
1816	0.1393404534
1817	0.1393330333
1818	0.1393233274
1819	0.1393162614
1820	0.1393080562
1821	0.1392983275
1822	0.1392931726
1823	0.1392901297
1824	0.1392806555
1825	0.1392751186
1826	0.1392651529
1827	0.1392556109
1828	0.139248953
1829	0.1392410813
1830	0.1392341458
1831	0.1392260547
1832	0.1392238517
1833	0.1392160711
1834	0.139205797
1835	0.1391971278
1836	0.1391960645
1837	0.1391888492
1838	0.1391806808
1839	0.1391703652
1840	0.1391693224
1841	0.1391595831
1842	0.1391502222
1843	0.1391447647
1844	0.1391367764
1845	0.1391357472
1846	0.1391288957
1847	0.1391287548
1848	0.1391222482
1849	0.1391179035
1850	0.1391124799
1851	0.1391024547
1852	0.1390972985
1853	0.1390913096
1854	0.1390830345
1855	0.1390734942
1856	0.1390656151
1857	0.1390564504
1858	0.1390497223
1859	0.1390390249
1860	0.1390307893
1861	0.1390221294
1862	0.1390171306
1863	0.1390112462
1864	0.1390093427
1865	0.139001519
1866	0.1389912212
1867	0.1389827878
1868	0.1389735498
1869	0.1389664963
1870	0.1389612838
1871	0.1389516678
1872	0.1389457156
1873	0.1389350694
1874	0.1389286005
1875	0.1389185501
1876	0.1389138789
1877	0.1389132147
1878	0.1389064788
1879	0.1388983051
1880	0.1388909872
1881	0.1388816481
1882	0.1388716486
1883	0.1388654186
1884	0.1388644489
1885	0.1388584924
1886	0.138853435
1887	0.1388485316
1888	0.1388440638
1889	0.1388391805
1890	0.1388300632
1891	0.1388291019
1892	0.1388226272
1893	0.1388173414
1894	0.138810912
1895	0.138801033
1896	0.1388003785
1897	0.1387944451
1898	0.1387879997
1899	0.1387806395
1900	0.1387707713
1901	0.138765083
1902	0.1387580835
1903	0.1387508901
1904	0.1387415682
1905	0.1387336393
1906	0.1387288432
1907	0.1387249763
1908	0.1387186824
1909	0.1387164456
1910	0.1387140364
1911	0.1387069998
1912	0.1387006809
1913	0.1386958928
1914	0.1386887012
1915	0.1386810166
1916	0.138669006
1917	0.1386658233
1918	0.1386634816
1919	0.1386534659
1920	0.1386458592
1921	0.1386399959
1922	0.1386350665
1923	0.1386282048
1924	0.1386206936
1925	0.138612739
1926	0.1386053164
1927	0.1386043552
1928	0.1385979017
1929	0.1385892213
1930	0.1385821545
1931	0.1385773061
1932	0.1385708098
1933	0.1385620201
1934	0.138557285
1935	0.1385516561
1936	0.1385457723
1937	0.1385392665
1938	0.1385317405
1939	0.1385278376
1940	0.1385214367
1941	0.1385125259
1942	0.1385047912
1943	0.1385027598
1944	0.1384957154
1945	0.1384872051
1946	0.1384810988
1947	0.1384731491
1948	0.1384665748
1949	0.1384659515
1950	0.1384598105
1951	0.1384495487
1952	0.1384486484
1953	0.1384408479
1954	0.1384398165
1955	0.1384303067
1956	0.1384253891
1957	0.1384193623
1958	0.1384108902
1959	0.138409828
1960	0.138402942
1961	0.1383932549
1962	0.1383881033
1963	0.1383807347
1964	0.1383763395
1965	0.1383696353
1966	0.1383625026
1967	0.1383582992
1968	0.1383482656
1969	0.1383418719
1970	0.1383330662
1971	0.1383254547
1972	0.1383201656
1973	0.1383146252
1974	0.1383074922
1975	0.1383020975
1976	0.1383012205
1977	0.1382929993
1978	0.1382854683
1979	0.1382784124
1980	0.1382778099
1981	0.1382696642
1982	0.138263984
1983	0.1382622099
1984	0.1382507051
1985	0.1382423608
1986	0.1382333783
1987	0.1382260595
1988	0.1382195606
1989	0.13821413
1990	0.1382054493
1991	0.1381958715
1992	0.1381878865
1993	0.1381781114
1994	0.1381738249
1995	0.1381673287
1996	0.1381621387
1997	0.1381522903
1998	0.1381454962
1999	0.1381381323
